"id","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study"
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.06_small",91.0333333333333,27.31,91.0333333333333,27.31,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.06_medium",98.6,29.58,98.6,29.58,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.06_large",99.5933333333333,29.878,99.5933333333333,29.878,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.11_small",89.79,26.937,89.79,26.937,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.11_medium",97.8366666666667,29.351,97.8366666666667,29.351,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.11_large",99.0366666666667,29.711,99.0366666666667,29.711,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.01_small",88.53,26.559,88.53,26.559,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.01_medium",96.8166666666667,29.045,96.8166666666667,29.045,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.01_large",98.4633333333333,29.539,98.4633333333333,29.539,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.06_small",87.21,26.163,87.21,26.163,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.06_medium",95.7966666666667,28.739,95.7966666666667,28.739,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.06_large",97.5766666666667,29.273,97.5766666666667,29.273,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.11_small",86.2566666666667,25.877,86.2566666666667,25.877,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.11_medium",94.79,28.437,94.79,28.437,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.06_sv0.11_large",96.6733333333333,29.002,96.6733333333333,29.002,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.01_small",85.3133333333333,25.594,85.3133333333333,25.594,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.01_medium",93.8366666666667,28.151,93.8366666666667,28.151,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.01_large",95.9933333333333,28.798,95.9933333333333,28.798,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.06_small",84.4133333333333,25.324,84.4133333333333,25.324,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.06_medium",92.9233333333333,27.877,92.9233333333333,27.877,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.06_large",95.1633333333333,28.549,95.1633333333333,28.549,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.11_small",83.6433333333333,25.093,83.6433333333333,25.093,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.11_medium",92.1066666666667,27.632,92.1066666666667,27.632,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.11_sv0.11_large",94.5133333333333,28.354,94.5133333333333,28.354,1,1,1
"pb_str_orb_no_k_70_d0.00_su0.01_sv0.01_small",21.2685714285714,14.888,21.2685714285714,14.888,1,1,1
"pb_str_orb_no_k_70_d0.00_su0.01_sv0.01_medium",28.0271428571429,19.619,28.0271428571429,19.619,1,1,1
"pb_str_orb_no_k_70_d0.00_su0.01_sv0.01_large",32.6942857142857,22.886,32.6942857142857,22.886,1,1,1
"pb_str_orb_no_k_70_d0.00_su0.01_sv0.06_small",26.31,18.417,26.31,18.417,1,1,1
