"id","id_rollup_psss","bt","k","delta_00","sigma2_u","sigma2_v","psss","rej_pet_slope","rej_pet_int","bias_pet_int","mse_pet_int","rej_peese_slope","rej_peese_int","bias_peese_int","mse_peese_int","rej_pet_st_slope","rej_pet_st_int","bias_pet_st_int","mse_pet_st_int","rej_peese_st_slope","rej_peese_st_int","bias_peese_st_int","mse_peese_st_int","bias_corrected_smd","mse_corrected_smd","bias_corrected_st_smd","mse_corrected_st_smd","bias_corrected_smd_subset","mse_corrected_smd_subset","bias_corrected_st_smd_subset","mse_corrected_st_smd_subset","subset_size","k_cat","sigma2_u_cat","sigma2_v_cat","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study","pb_orb","mod_str","bt_read","avg_perc_out_excluded","rmse_corrected_smd","rmse_corrected_st_smd"
"pb_no_orb_no_k_30_d0.50_su0.11_sv0.11_large","pb_no_orb_no_k_30_d0.50_su0.11_sv0.11","pb_no_orb_no",30,0.5,0.11,0.11,"large",0.343,0.075,-0.492457683593402,0.365836730181381,0.362,0.374,-0.242783301136122,0.0936580356653035,0.043,0.341,0.00018688802487965,0.0976641956318082,0.046,0.83,-0.00120026269504087,0.0277288364028388,-0.495654840328799,0.364556689832075,-0.0579751907256566,0.0623176457998276,-0.838960532864308,0.766602217224492,-0.281174563013132,0.127790118394176,343,"medium","large","large",100,90,100,30,3,3,3,"pb","none","None",0,0.603785301106341,0.249635025186426
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.06_small","pb_no_orb_no_k_30_d0.80_su0.01_sv0.06","pb_no_orb_no",30,0.8,0.01,0.06,"small",0.319,0.472,-0.375659447097297,0.210588863568232,0.335,0.974,-0.208348997799153,0.0620599347379796,0.0461847389558233,0.930722891566265,0.0103694702590902,0.050878609167723,0.0440881763527054,1,0.00301533214790284,0.013944807505339,-0.325529068594812,0.182815383424975,-0.00716953399438813,0.021359718497461,-0.620420262287142,0.441962996209197,-0.129894847409943,0.0432372796705697,319,"medium","small","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.427569156306877,0.146149644192044
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.11_small","pb_no_orb_no_k_30_d0.80_su0.01_sv0.11","pb_no_orb_no",30,0.8,0.01,0.11,"small",0.404,0.281,-0.493324480826496,0.344344403571441,0.426,0.899,-0.26828422226549,0.0994432417852201,0.0402414486921529,0.869215291750503,0.0113307173748983,0.0646021000347504,0.0372608257804632,1,0.00142958018705341,0.0174724739810981,-0.461545936400445,0.327688146335401,-0.014599233066699,0.0299047465510272,-0.765338619376976,0.657602808317403,-0.13757537328902,0.0527348985168104,404,"medium","small","large",100,90,100,30,3,3,3,"pb","none","None",0,0.572440517726865,0.172929889119918
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.01_small","pb_no_orb_no_k_30_d0.80_su0.06_sv0.01","pb_no_orb_no",30,0.8,0.06,0.01,"small",0.423,0.21,-0.523500557336599,0.376634884353902,0.428,0.869,-0.280679993556864,0.106660530744007,0.044,0.811,0.00840670949748157,0.0787702988800306,0.04,1,0.00205404207996529,0.02213399057252,-0.50223308221774,0.365206736255719,-0.020942900286324,0.039212836801817,-0.778835303760416,0.676347295234619,-0.153545815616835,0.065638391799697,423,"medium","medium","small",100,90,100,30,3,3,3,"pb","none","None",0,0.604323370601964,0.198022313898755
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.06_small","pb_no_orb_no_k_30_d0.80_su0.06_sv0.06","pb_no_orb_no",30,0.8,0.06,0.06,"small",0.556,0.153,-0.700898212743216,0.67645478953799,0.566,0.717,-0.366446912564568,0.180379260270166,0.043,0.759,0.00965878469142112,0.0923191742138116,0.041,0.995,0.00126278058591589,0.0257960829585703,-0.688289807344873,0.669874367292043,-0.0291293687899727,0.0487956543387531,-0.957706105275426,1.06423964677735,-0.130043808483305,0.0673585609083158,556,"medium","medium","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.818458531198767,0.220897384182686
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.11_small","pb_no_orb_no_k_30_d0.80_su0.06_sv0.11","pb_no_orb_no",30,0.8,0.06,0.11,"small",0.625,0.13,-0.866114897279775,1.20809982927056,0.624,0.602,-0.440354315908907,0.282207621008069,0.042042042042042,0.695695695695696,0.0105703781822372,0.104930189822633,0.039,0.986,-8.65881880910413e-05,0.0294269596436854,-0.858514540261251,1.20418845567429,-0.0372182279220639,0.0575517121835367,-1.13593641787848,1.79900683528752,-0.127948533161139,0.0732069398593368,625,"medium","medium","large",100,90,100,30,3,3,3,"pb","none","None",0,1.09735520943507,0.239899379289603
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.01_small","pb_no_orb_no_k_30_d0.80_su0.11_sv0.01","pb_no_orb_no",30,0.8,0.11,0.01,"small",0.592,0.082,-0.780616055696515,0.770704232168697,0.605,0.567,-0.406882698913192,0.209012844413937,0.039,0.644,0.00735102817166344,0.120606176905802,0.036036036036036,0.984984984984985,-8.72559059287292e-05,0.0338470162046769,-0.774520599883532,0.767372911827249,-0.0468509533563901,0.0687261306852408,-1.01292950922017,1.12608716973173,-0.163283993085347,0.0908481011541744,592,"medium","large","small",100,90,100,30,3,3,3,"pb","none","None",0,0.875998237342547,0.262156691093782
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.06_small","pb_no_orb_no_k_30_d0.80_su0.11_sv0.06","pb_no_orb_no",30,0.8,0.11,0.06,"small",0.73,0.124,-1.02340422576933,1.36873583472278,0.726,0.4,-0.516753380814033,0.338920248250362,0.043,0.608,0.00865357455156002,0.134084644327998,0.037,0.97,-0.00063015950881995,0.0374598631987544,-1.02078272245047,1.36730706418005,-0.0532971939322541,0.0777333421105366,-1.22458331644505,1.76856463330366,-0.125828763402379,0.0901234039492536,730,"medium","large","medium",100,90,100,30,3,3,3,"pb","none","None",0,1.16931906004309,0.278806997958331
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.11_small","pb_no_orb_no_k_30_d0.80_su0.11_sv0.11","pb_no_orb_no",30,0.8,0.11,0.11,"small",0.771,0.189,-1.23938984473907,2.29719314068201,0.768,0.331,-0.602596492912657,0.49207346077612,0.044,0.57,0.0087038713222316,0.147381614015664,0.04,0.961,-0.00191174946637984,0.0410416096335929,-1.23820169412785,2.2965752536758,-0.0595357685134872,0.0865621836645581,-1.45361540125096,2.88144740166785,-0.121915776609573,0.0982525294314186,771,"medium","large","large",100,90,100,30,3,3,3,"pb","none","None",0,1.51544556275565,0.294214519805801
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.01_medium","pb_no_orb_no_k_30_d0.80_su0.01_sv0.01","pb_no_orb_no",30,0.8,0.01,0.01,"medium",0.153071500503525,0.988922457200403,-0.131673520774019,0.0387463763255373,0.156156156156156,1,-0.0737017953611597,0.0112352866114257,0.058,1,0.00237087373652478,0.020331520366543,0.055,1,-0.000362611731663409,0.00555342450340676,-0.0749676516284272,0.0123188686791604,-0.000362611731663409,0.00555342450340676,-0.173946786576609,0.0396665847472347,-0.0922567036253277,0.0129389036217156,159,"medium","small","small",100,90,100,30,3,3,3,"pb","none","None",0,0.110990399040459,0.0745213023464215
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.06_medium","pb_no_orb_no_k_30_d0.80_su0.01_sv0.06","pb_no_orb_no",30,0.8,0.01,0.06,"medium",0.232,0.839,-0.231407709152862,0.0896501908895815,0.234,1,-0.123218322795568,0.0250540913011565,0.052,0.988,-0.00186392563342419,0.0325040485662605,0.054,1,-0.00400782614706952,0.00903283769745968,-0.15160248518117,0.0502896835433681,-0.00539287982858117,0.0102489330469497,-0.353405488591567,0.164976397003491,-0.112129904632871,0.0211964327844895,232,"medium","small","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.224253614337357,0.101237014213921
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.11_medium","pb_no_orb_no_k_30_d0.80_su0.01_sv0.11","pb_no_orb_no",30,0.8,0.01,0.11,"medium",0.305,0.602,-0.325850231632115,0.158230302321581,0.315,0.996,-0.170070946562956,0.0431232159525617,0.049049049049049,0.952952952952953,-0.00519247928445321,0.0445052810734973,0.045,1,-0.00704780355730117,0.0124488010073592,-0.2540896047052,0.122473331480268,-0.0118053129932613,0.0163952495488809,-0.512914095491074,0.315323550845854,-0.123261591650443,0.0314170794761734,305,"medium","small","large",100,90,100,30,3,3,3,"pb","none","None",0,0.349961900040944,0.128043936009797
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.01_medium","pb_no_orb_no_k_30_d0.80_su0.06_sv0.01","pb_no_orb_no",30,0.8,0.06,0.01,"medium",0.363363363363363,0.454454454454454,-0.389773078575813,0.221923587571458,0.362362362362362,0.970970970970971,-0.1998964634016,0.0589930324547295,0.065,0.905,0.00139879676009091,0.0599810171641445,0.06,1,-0.0032190633357444,0.0161971255987808,-0.332113934228789,0.193265890573187,-0.0138534068971609,0.0245683037967444,-0.613388834701639,0.433050862814573,-0.135646141619646,0.044272256437841,364,"medium","medium","small",100,90,100,30,3,3,3,"pb","none","None",0,0.439620166249442,0.15674279503934
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.06_medium","pb_no_orb_no_k_30_d0.80_su0.06_sv0.06","pb_no_orb_no",30,0.8,0.06,0.06,"medium",0.462,0.287,-0.504998659632099,0.367747944225486,0.454,0.921,-0.256186094361573,0.0948474010065742,0.061,0.854,-0.0029019605352566,0.0729924506170374,0.062,0.999,-0.00683274511272081,0.0198786849978911,-0.466644402419626,0.348689710244152,-0.026167526851207,0.0350643354907915,-0.741265632872466,0.645750589653051,-0.135087484542811,0.0555037195439834,462,"medium","medium","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.590499542966929,0.18725473422798
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.11_medium","pb_no_orb_no_k_30_d0.80_su0.06_sv0.11","pb_no_orb_no",30,0.8,0.06,0.11,"medium",0.541,0.204,-0.627550297514595,0.736304009651712,0.535,0.851,-0.316486594212878,0.17953294406888,0.065,0.808,-0.00616401643957887,0.0854414878376408,0.065,0.997,-0.0097893231450521,0.0234054694195141,-0.601677067021134,0.723517668325063,-0.0362276547181354,0.0445663509173034,-0.883189801326991,1.23697940385654,-0.13264616567721,0.0643116594756907,541,"medium","medium","large",100,90,100,30,3,3,3,"pb","none","None",0,0.850598417777192,0.211107439275132
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.01_medium","pb_no_orb_no_k_30_d0.80_su0.11_sv0.01","pb_no_orb_no",30,0.8,0.11,0.01,"medium",0.534,0.156,-0.634845071016437,0.531775292057701,0.532,0.792,-0.317282502531468,0.135412395137105,0.063,0.752,0.000391975186403437,0.0978815372374672,0.061,0.996,-0.00571376837011361,0.0263221670339214,-0.614624162894182,0.522427995783479,-0.0407595329626632,0.0530533839763012,-0.869506968442594,0.840896087350299,-0.153944072472067,0.078638218192991,534,"medium","large","small",100,90,100,30,3,3,3,"pb","none","None",0,0.722791806665985,0.230333202071046
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.06_medium","pb_no_orb_no_k_30_d0.80_su0.11_sv0.06","pb_no_orb_no",30,0.8,0.11,0.06,"medium",0.63,0.139,-0.853683114160887,1.34385224531595,0.618,0.674,-0.401626011026868,0.248204516904823,0.063,0.721,-0.00385337795745944,0.111605877420879,0.058,0.991,-0.00926242424679469,0.0301737139877041,-0.842903994728694,1.33887380111035,-0.0510112464915966,0.0631874443528018,-1.1259804648414,2.01713750771672,-0.138825727700452,0.0835699019751514,630,"medium","large","medium",100,90,100,30,3,3,3,"pb","none","None",0,1.15709714419765,0.251371128717683
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.11_medium","pb_no_orb_no_k_30_d0.80_su0.11_sv0.11","pb_no_orb_no",30,0.8,0.11,0.11,"medium",0.688,0.151,-1.03762921294348,2.3531289852695,0.677,0.596,-0.469590080056675,0.377249111328056,0.063,0.684,-0.00706114985123796,0.124418408174516,0.059,0.982,-0.0121639213264342,0.0337777022285834,-1.03053694197795,2.34990473535087,-0.059623303366802,0.0727597431905481,-1.32278481576257,3.32263505157574,-0.135564673766421,0.0909044657117299,688,"medium","large","large",100,90,100,30,3,3,3,"pb","none","None",0,1.53293989945818,0.269740140117388
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.01_large","pb_no_orb_no_k_30_d0.80_su0.01_sv0.01","pb_no_orb_no",30,0.8,0.01,0.01,"large",0.133,0.997,-0.109657887101336,0.0278545803421752,0.134,1,-0.0577911063332038,0.00774712552653962,0.046,1,-0.000971841797568707,0.0148549194393989,0.05,1,-0.000107099957688206,0.00413586718912901,-0.0580931900388536,0.00803201087930877,-0.000107099957688206,0.00413586718912901,-0.153409438054083,0.0282695583098592,-0.0910445203134695,0.0108561845629718,133,"medium","small","small",100,90,100,30,3,3,3,"pb","none","None",0,0.089621486705526,0.0643107081995604
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.06_large","pb_no_orb_no_k_30_d0.80_su0.01_sv0.06","pb_no_orb_no",30,0.8,0.01,0.06,"large",0.206,0.921,-0.199537984259589,0.0677590855904217,0.202,1,-0.101771802235371,0.0183087834556903,0.046,0.995,-0.0021322854387702,0.0252741403218254,0.049,1,-0.00151526153126214,0.00717512074039444,-0.113994781969977,0.0290718724965656,-0.00181296304121936,0.00743993225399848,-0.261043707523057,0.0969543144843671,-0.0998130039768388,0.0149931656279609,206,"medium","small","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.170504757988056,0.0862550419047981
"pb_no_orb_no_k_30_d0.80_su0.01_sv0.11_large","pb_no_orb_no_k_30_d0.80_su0.01_sv0.11","pb_no_orb_no",30,0.8,0.01,0.11,"large",0.293,0.701,-0.288008847864725,0.124596809902276,0.3,0.998,-0.145329532959608,0.033042673753738,0.043043043043043,0.978978978978979,-0.0030727969464367,0.0357925558461263,0.044,1,-0.00307737087682691,0.0102169388571183,-0.204143457781367,0.0849553954547789,-0.00512682202545134,0.0119014834922118,-0.416791117610978,0.223937650587002,-0.108287338228452,0.021760468439295,293,"medium","small","large",100,90,100,30,3,3,3,"pb","none","None",0,0.291471088540148,0.109093920509861
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.01_large","pb_no_orb_no_k_30_d0.80_su0.06_sv0.01","pb_no_orb_no",30,0.8,0.06,0.01,"large",0.365731462925852,0.538076152304609,-0.358560082636328,0.186231339597557,0.352409638554217,0.986947791164659,-0.1771576016672,0.0474621509114871,0.039,0.939,0.000685723587336762,0.0464968942551223,0.043,1,-0.000152935057114223,0.0131603737531078,-0.286119350697115,0.153036828268421,-0.00713181819461928,0.0180916093261746,-0.534043742781284,0.344922005845268,-0.111464652482865,0.0303053040564355,367,"medium","medium","small",100,90,100,30,3,3,3,"pb","none","None",0,0.391199218133704,0.134505053162231
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.06_large","pb_no_orb_no_k_30_d0.80_su0.06_sv0.06","pb_no_orb_no",30,0.8,0.06,0.06,"large",0.46,0.343,-0.458526654196768,0.290939297249693,0.448,0.941,-0.226222673786332,0.0736737156505129,0.046,0.901,-0.000730857702981091,0.056642950595994,0.048,1,-0.00167312781932516,0.0161058320205273,-0.403031731690354,0.265115614768103,-0.0148226611454668,0.025820017910203,-0.650736957683935,0.495174474126788,-0.111806104710369,0.0392124128469667,460,"medium","medium","medium",100,90,100,30,3,3,3,"pb","none","None",0,0.514893789793685,0.160686084992457
"pb_no_orb_no_k_30_d0.80_su0.06_sv0.11_large","pb_no_orb_no_k_30_d0.80_su0.06_sv0.11","pb_no_orb_no",30,0.8,0.06,0.11,"large",0.538,0.238,-0.567166595014289,0.58579852831823,0.521,0.892,-0.273565644619361,0.112813482153684,0.052,0.849,-0.00210631239868875,0.0669685229690463,0.054,1,-0.00330997312293702,0.0190692840672922,-0.529311419565527,0.569209588293307,-0.0217527071234526,0.0327490931056658,-0.7819456418764,0.97409151944478,-0.10943118222607,0.0456088972564853,538,"medium","medium","large",100,90,100,30,3,3,3,"pb","none","None",0,0.754459798990845,0.180967105037534
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.01_large","pb_no_orb_no_k_30_d0.80_su0.11_sv0.01","pb_no_orb_no",30,0.8,0.11,0.01,"large",0.560682046138415,0.171514543630893,-0.604628446904238,0.480984749833485,0.52964824120603,0.838190954773869,-0.2927699891779,0.116620160704496,0.042,0.796,0.000935846197756218,0.0777527593505603,0.041,0.998,-0.00108934954745599,0.022043293876575,-0.577857439543972,0.47027198402721,-0.025970619300196,0.0403154606362123,-0.806338848127389,0.737325254218057,-0.11777195056184,0.0544303532209171,562,"medium","large","small",100,90,100,30,3,3,3,"pb","none","None",0,0.685763796089594,0.200787102763629
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.06_large","pb_no_orb_no_k_30_d0.80_su0.11_sv0.06","pb_no_orb_no",30,0.8,0.11,0.06,"large",0.647,0.143,-0.793790285823377,1.28150394362379,0.62,0.718,-0.36908945863452,0.230205571649748,0.041,0.753,-0.000375613454490331,0.0878040876639124,0.045,0.996,-0.00254199385539788,0.0249394029237568,-0.774705329802739,1.27389553425559,-0.0342926859362109,0.0481007858777461,-1.02371395048991,1.88579323694406,-0.110265865940417,0.0600418161983976,647,"medium","large","medium",100,90,100,30,3,3,3,"pb","none","None",0,1.12866980745282,0.219318913634338
"pb_no_orb_no_k_30_d0.80_su0.11_sv0.11_large","pb_no_orb_no_k_30_d0.80_su0.11_sv0.11","pb_no_orb_no",30,0.8,0.11,0.11,"large",0.697,0.137,-0.933976099354412,1.88899497013879,0.665,0.64,-0.426386518450045,0.319725866133458,0.042,0.711,-0.00172576134031777,0.0980006104738208,0.046,0.991,-0.00414626682191355,0.027848089157265,-0.922392245537675,1.88482301372097,-0.041182604506169,0.0555417677402912,-1.17045048895527,2.62797321419341,-0.108455978227541,0.0667179067058392,697,"medium","large","large",100,90,100,30,3,3,3,"pb","none","None",0,1.37288856566036,0.235673010207557
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.01_small","pb_no_orb_no_k_70_d0.00_su0.01_sv0.01","pb_no_orb_no",70,0,0.01,0.01,"small",0.0690690690690691,0.0640640640640641,0.00462200930662869,0.0158268880983956,0.0700700700700701,0.0690690690690691,0.00218726884079163,0.0044282353353301,0.0571142284569138,0.061122244488978,0.00439011861784946,0.0154587130046674,0.0560560560560561,0.0680680680680681,0.00190017736881047,0.00431044064804817,-0.00302354696362557,0.0127711404475159,-0.00308533681226746,0.0124610820171075,-0.0381032752143523,0.0482168896774408,-0.0376194391909625,0.0464172071620577,70,"large","small","small",100,210,100,70,3,3,3,"pb","none","None",0,0.113009470609838,0.111629216682316
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.06_small","pb_no_orb_no_k_70_d0.00_su0.01_sv0.06","pb_no_orb_no",70,0,0.01,0.06,"small",0.063,0.056,0.00603813782060461,0.0212130891445167,0.062,0.062,0.00249154612960829,0.00594441528575672,0.0553319919517103,0.0553319919517103,0.00599421842875575,0.0207386944406861,0.0590590590590591,0.0590590590590591,0.00199917105410974,0.0057897345580583,-0.00264303125351841,0.0171348532016936,-0.00209521284421858,0.0168667534662475,-0.0431847576582447,0.0679896685962704,-0.0412613796248797,0.065827789887037,63,"large","small","medium",100,210,100,70,3,3,3,"pb","none","None",0,0.130900165017824,0.129872065765689
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.11_small","pb_no_orb_no_k_70_d0.00_su0.01_sv0.11","pb_no_orb_no",70,0,0.01,0.11,"small",0.059,0.059,0.00683155398324296,0.0265580312393469,0.066,0.052,0.00265533986281527,0.00745507397837235,0.0563947633434038,0.0513595166163142,0.00521051805383477,0.0258139333177435,0.0542168674698795,0.0532128514056225,0.00171197668717898,0.00721303135733304,-0.00269615352240974,0.0215281307082217,-0.0042422861445612,0.0208761261287979,-0.0434824120451241,0.0827054387751092,-0.0429449122732891,0.0775489512918144,59,"large","small","large",100,210,100,70,3,3,3,"pb","none","None",0,0.146724676548363,0.144485729844846
"pb_no_orb_no_k_70_d0.00_su0.06_sv0.01_small","pb_no_orb_no_k_70_d0.00_su0.06_sv0.01","pb_no_orb_no",70,0,0.06,0.01,"small",0.065,0.06,0.0037355008107929,0.0343161958501667,0.072,0.063,0.00149699946384328,0.00970347848675242,0.054,0.062,0.00316302975896325,0.0335223581584889,0.051,0.062,0.00114169689614652,0.00940279425325812,-0.00638325024965047,0.0281234702112806,-0.00727746974075803,0.0270764278336537,-0.0760277652289031,0.112121936937808,-0.0712342036504423,0.107816165767588,65,"large","medium","small",100,210,100,70,3,3,3,"pb","none","None",0,0.167700537301705,0.164549165399444
"pb_no_orb_no_k_70_d0.00_su0.06_sv0.06_small","pb_no_orb_no_k_70_d0.00_su0.06_sv0.06","pb_no_orb_no",70,0,0.06,0.06,"small",0.065,0.061,0.0054135335735278,0.0390742256187054,0.07,0.061,0.00195162680185046,0.0110656498302491,0.057,0.059,0.00415449813238049,0.0380232170316096,0.052,0.063,0.00113945426948186,0.0106668283682669,-0.00598052587089979,0.0316376291439782,-0.00766294928710647,0.0303157057078687,-0.045584067342713,0.12168030648494,-0.0340762116921915,0.114138873273444,65,"large","medium","medium",100,210,100,70,3,3,3,"pb","none","None",0,0.177869697093064,0.174114059477886
"pb_no_orb_no_k_70_d0.00_su0.06_sv0.11_small","pb_no_orb_no_k_70_d0.00_su0.06_sv0.11","pb_no_orb_no",70,0,0.06,0.11,"small",0.069,0.059,0.00624125315251208,0.0443336213353678,0.072,0.053,0.00215973412192515,0.0125601597067666,0.056,0.062,0.00452232529155334,0.0426110103379741,0.053,0.054,0.00102057295524289,0.0119490880970117,-0.00705642874271324,0.0353874574147998,-0.00814939832210893,0.0339391417727186,-0.0557676749149499,0.134783526531607,-0.0425823913819105,0.126188705236195,69,"large","medium","large",100,210,100,70,3,3,3,"pb","none","None",0,0.188115542725209,0.184225790194312
"pb_no_orb_no_k_70_d0.00_su0.11_sv0.01_small","pb_no_orb_no_k_70_d0.00_su0.11_sv0.01","pb_no_orb_no",70,0,0.11,0.01,"small",0.063,0.058,0.00277275864460575,0.0523133935585454,0.081,0.061,0.000924593434072147,0.0148072424132875,0.0521564694082247,0.0621865596790371,0.00218371271900328,0.0505991005991421,0.0531062124248497,0.064128256513026,0.000618804568656665,0.0141844298228835,-0.0106085006227354,0.0424929353238311,-0.0105071541028292,0.0409102602013142,-0.114652652709042,0.169258814092113,-0.0937659905422043,0.160626326027604,63,"large","large","small",100,210,100,70,3,3,3,"pb","none","None",0,0.20613814621227,0.202262849286057
"pb_no_orb_no_k_70_d0.00_su0.11_sv0.06_small","pb_no_orb_no_k_70_d0.00_su0.11_sv0.06","pb_no_orb_no",70,0,0.11,0.06,"small",0.069,0.059,0.00457804845352988,0.0572134803986259,0.083,0.063,0.00145118489751207,0.0162205234091444,0.061,0.065,0.00305695941463504,0.0547711799291251,0.055,0.061,0.00049187739324118,0.0153518024305778,-0.00957862688842814,0.0462156041887727,-0.0102377313668516,0.0440844700952473,-0.0895477556792667,0.178381149547239,-0.0667134836499134,0.157952091316838,69,"large","large","medium",100,210,100,70,3,3,3,"pb","none","None",0,0.214978148165744,0.20996302078044
"pb_no_orb_no_k_70_d0.00_su0.11_sv0.11_small","pb_no_orb_no_k_70_d0.00_su0.11_sv0.11","pb_no_orb_no",70,0,0.11,0.11,"small",0.071,0.06,0.00541478203780888,0.0627965127756051,0.086,0.062,0.00167283969613814,0.0178084014193671,0.058,0.058,0.00348682701940072,0.0591175575596956,0.056,0.06,0.000401312308703232,0.0165676716138533,-0.00972655600530566,0.0506044313074381,-0.0102042325895519,0.0476983980260646,-0.126289740057971,0.196217128542737,-0.0886848185641731,0.172505506913803,71,"large","large","large",100,210,100,70,3,3,3,"pb","none","None",0,0.224954287150608,0.218399629180236
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.01_medium","pb_no_orb_no_k_70_d0.00_su0.01_sv0.01","pb_no_orb_no",70,0,0.01,0.01,"medium",0.0630630630630631,0.0570570570570571,-0.00137643420459393,0.00810170149867007,0.0600600600600601,0.0540540540540541,-0.000605683077335918,0.00219866648606746,0.057,0.057,-0.00147788405320227,0.00798982386540992,0.054,0.054,-0.000683272137701946,0.00217039083207154,-0.00622690116595683,0.00673229928791764,-0.00607538352536089,0.00668350334011722,-0.0803763979367198,0.0271161364436907,-0.0800772139606521,0.0264766564959987,64,"large","small","small",100,210,100,70,3,3,3,"pb","none","None",0,0.082050589808469,0.0817526962253675
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.06_medium","pb_no_orb_no_k_70_d0.00_su0.01_sv0.06","pb_no_orb_no",70,0,0.01,0.06,"medium",0.07,0.061,-0.00301965990828975,0.0136446667362261,0.062,0.056,-0.00151926427974473,0.00374841227971739,0.0561122244488978,0.061122244488978,-0.00330899512010113,0.0133692049682174,0.049,0.052,-0.00149792866721917,0.00365649155765121,-0.00956194941672363,0.0112466856030406,-0.0100801859324859,0.0109365874148924,-0.0659721251597554,0.0411777787638729,-0.0657499631387308,0.0390833303300451,70,"large","small","medium",100,210,100,70,3,3,3,"pb","none","None",0,0.106050391809934,0.104578140234431
"pb_no_orb_no_k_70_d0.00_su0.01_sv0.11_medium","pb_no_orb_no_k_70_d0.00_su0.01_sv0.11","pb_no_orb_no",70,0,0.01,0.11,"medium",0.062,0.06,-0.0038039338969948,0.0190026830384323,0.058,0.059,-0.00194256437747963,0.00524667720191315,0.0510510510510511,0.0550550550550551,-0.00411736200614855,0.0184288876789055,0.039039039039039,0.0510510510510511,-0.00194021280253371,0.00505913170610616,-0.0109823374078546,0.0158842990376399,-0.0111708716772738,0.0154301764667809,-0.0800462736016789,0.0583363961206631,-0.0775219445739172,0.0549016469109135,62,"large","small","large",100,210,100,70,3,3,3,"pb","none","None",0,0.126032928386354,0.124218261406208
"pb_no_orb_no_k_70_d0.00_su0.06_sv0.01_medium","pb_no_orb_no_k_70_d0.00_su0.06_sv0.01","pb_no_orb_no",70,0,0.06,0.01,"medium",0.0631895687061184,0.0511534603811434,-0.00154424108029217,0.0229055979625707,0.0660660660660661,0.0500500500500501,-0.000594286332972836,0.00624983536864405,0.051,0.051,-0.000864665390972258,0.0221762811080998,0.047,0.041,-0.000322234251736855,0.00603548054738802,-0.00936461032097971,0.019179696678062,-0.00809762267395269,0.0186519541451347,-0.0992484755617086,0.0685680910876616,-0.0859482065776465,0.0649083727258037,66,"large","medium","small",100,210,100,70,3,3,3,"pb","none","None",0,0.138490781924509,0.13657215728374
"pb_no_orb_no_k_70_d0.00_su0.06_sv0.06_medium","pb_no_orb_no_k_70_d0.00_su0.06_sv0.06","pb_no_orb_no",70,0,0.06,0.06,"medium",0.061,0.061,-0.00235237095163153,0.0287023965040698,0.069,0.053,-0.00122104695883961,0.00784744538641133,0.053,0.053,-0.0026345531071399,0.027603007632338,0.049,0.05,-0.00117402663514187,0.00751319087883818,-0.0117700179856295,0.0237585586230489,-0.0123199611599941,0.0225660815682605,-0.106833935691481,0.0886395332732697,-0.099039308022096,0.0787589803266128,61,"large","medium","medium",100,210,100,70,3,3,3,"pb","none","None",0,0.154138115412927,0.150220110398909
